node	category	Primary Publisher	Primary Developer
Nidhogg	game	Messhof	Messhof
Nidhogg II	game	Messhof	Messhof
NieR: Automata	game	Square Enix Co., Ltd. (WW)	PlatinumGames Inc.
Night Trap: 25th Anniversary Edition	game	Screaming Villains	Digital Pictures
Night in the Woods	game	Finji Games	Infinite Fall
Nightmare Boy	game	Badland Games S.L.	The Vanir Project
Nightmares from the Deep 2: The Siren's Call	game	Artifex Mundi	Artifex Mundi
Nightmares from the Deep: The Cursed Heart	game	Artifex Mundi	Artifex Mundi
Nightork Adventures 2: Legacy of Chaos	game	Warptear Entertainment	Warptear Entertainment
Nights of Azure	game	Koei Tecmo Games	Koei Tecmo Games
Nights of Azure 2: Bride of the New Moon	game	Koei Tecmo Holdings Co., Ltd.	Gust Co. Ltd.
Nights: Into Dreams HD	game	Sega Corporation (WW)	Sonic Team
Nightshade (D3 Publisher)	game	D3 Publisher of America, Inc.	Red Entertainment, Inc.
Nin-2 Jump	game	Cave Co.	Cave Co.
Ninja Combat	game	SNK Playmore	SNK Playmore
Ninja Commando	game	SNK Playmore	SNK Playmore
Ninja Master's: Haō Ninpō Chō	game	SNK Playmore	SNK Playmore
Ninja Pizza Girl	game	Disparity Games	Disparity Games
Ninja Senki DX	game	Tribute Games	Tribute Games
Ninja Shodown	game	Rising Star Games	Rising Star Games
Ninja-Kid II [Arcade Archives]	game	Hamster Corporation	Hamster Corporation
Ninja-Kid [Arcade Archives]	game	Hamster Corporation	Aruze Group
Nioh	game	Sony Interactive Entertainment Inc.	Team Ninja
Nitroplus Blasterz: Heroines Infinite Duel	game	Marvelous USA, Inc.	Examu
No Heroes Allowed! VR	game	Sony Interactive Entertainment of America	ACQUIRE Corp.
No Lights	game	EasyGames	Cubamano
No Man's Sky	game	Hello Games	Hello Games
No Time To Explain	game	tinyBuildGames	tinyBuildGames
No Time To Explain: Remastered	game	tinyBuildGames	tinyBuildGames
Nobunaga's Ambition: Sphere of Influence	game	Koei Tecmo Games	Koei Tecmo Games
Nobunaga's Ambition: Sphere of Influence: Ascension	game	Koei Tecmo Games	Koei Tecmo Games
Noise	game	Talentplace Studio	Talentplace Studio
Nom Nom Galaxy	game	Q-Games	Q-Games
Nongünz	game	Sindiecate Arts	Brainwash Gang
Northgard	game	Shiro Games	Shiro Games
Not A Hero	game	Devolver Digital	Roll7
Not a Hero	game	Devolver Digital	Roll7
Nova-111	game	Funktronic Labs	Funktronic Labs
Nova2001 [Arcade Archives]	game	Hamster Corporation	Aruze Group
Nubla	game	Gammera Nest SL	Gammera Nest SL
Nuclear Throne	game	Vlambeer	Vlambeer
Numantia	game	RECO Technology	RECO Technology
Numberline	game	MegawattsCo	Eugene Radaev
Nurse Love Addiction	game	Kogado Software Products	Kogado Software Products
Nutjitsu	game	Wahoo Studios	NinjaBee
O! My Genesis VR	game	Xpec Entertainment	Xpec Entertainment
OR	game	Back To Basics Gaming	Camagames
Oafmatch	game	Netcore Games	NCR Games
Obduction	game	Cyan Worlds Inc.	Cyan Worlds Inc.
Obliteracers	game	Space Dust Studios	Space Dust Studios
Observer_	game	Aspyr Media	Bloober Team
Occult RERaise	game	Arcane Raise	Arcane Raise
Oceanhorn: Monster of Uncharted Seas	game	FDG Entertainment GmbH & Co. KG	Cornfox & Bros.
Octodad: Dadliest Catch	game	Young Horses, Inc.	Young Horses, Inc.
Oddworld: Abe's Oddysee: New 'n' Tasty	game	Oddworld Inhabitants	Just Add Water Ltd.
Odin Sphere: Leifthrasir	game	Atlus Co. Ltd.	Atlus Co. Ltd.
Office Space: Idle Profits	game	Kongregate	Ultrabit
Ogre	game	Auroch Digital Ltd	Auroch Digital Ltd
Oh...Sir! The Hollywood Roast	game	Gambitious Digital Entertainment	Vile Monarch
Oh...Sir! The Insult Simulator	game	Vile Monarch	Vile Monarch
Oh...Sir!! The Insult Simulator	game	Vile Monarch	Vile Monarch
Okage: Shadow King	game	Sony Interactive Entertainment Worldwide Studios	Zener Works
Old Man's Journey	game	Broken Rules	Broken Rules
OlliOlli	game	Roll7	Roll7
OlliOlli2: Welcome to Olliwood	game	Roll7	Roll7
OlliOlli2: XL Edition	game	Team 17 Digital Limited	Roll7
Omega Five	game	Hudson Soft Company Ltd. (WW)	Natsume-Atari
Omega Quintet	game	Idea Factory	Compile Heart
Omega Strike	game	Woblyware	Woblyware
Omnom Necropolis	game	postpunkpl	postpunkpl
One Hundred Ways	game	Sunlight Games	Sunlight Games
One More Brick	game	Rifter Games	Rifter Games
One Piece: Burning Blood	game	Bandai Namco Entertainment Inc. (WW)	Spike Chunsoft Co., Ltd.
One Piece: Pirate Warriors 3	game	Bandai Namco Entertainment Inc. (WW)	Omega Force
One Piece: Unlimited World R: Deluxe Edition	game	Bandai Namco Entertainment Inc. (WW)	Ganbarion
One Upon Light	game	Rising Star Games	SUTD Game Lab
One Way Trip	game	Beret Applications LLC	Beret Applications LLC
OneDrive (Application)	game	Microsoft	Microsoft
OneScreen: Solar Sails	game	Anti-Ded	Anti-Ded
Onechanbara Z2: Chaos	game	Marvelous USA, Inc.	Tamsoft Corporation
Onigiri	game	CyberStep Inc.	CyberStep Inc.
Onward	game	Downpour Interactive	Downpour Interactive
Operation Flashpoint: Dragon Rising	game	Codemasters Software Company Limited	Codemasters Software Company Limited
Operation Flashpoint: Red River	game	Codemasters Software Company Limited	Codemasters Software Company Limited
Operation Warcade	game	Ivanovich Games	Ivanovich Games
Opus Magnum	game	Zachtronics Industries	Zachtronics Industries
Orake 2D MMORPG	game	Candycane Games	Candycane Games
Orb: The Ball	game	Dror Riov	Dror Riov
Orbit [4Bit Games]	game	4Bit Games	4Bit Games
Orc Slayer	game	Cooply Solutions	Cooply Solutions
Orcs Must Die! Unchained	game	Robot Entertainment	Robot Entertainment
Order of Ataxia: Initial Effects	game	Sekai Project	IDHAS Studios
Organ Trail: Complete Edition	game	The Men Who Wear Many Hats	The Men Who Wear Many Hats
Organic Panic	game	Midnight City	Last Limb Games
Ori and the Blind Forest	game	Microsoft Studios	Moon Studios
Oriental Empires	game	Iceberg Interactive	Shining Pixel Studios
Orn: the Tiny Forest Sprite	game	Five12 Games	Five12 Games
Oses	game	Hifire Game Studio	Hifire Game Studio
Oswald's Adventure	game	MLG Games	Dede Bayi
Othello	game	Arc System Works	Arc System Works
Oure	game	Heavy Spectrum Limited	Heavy Spectrum Limited
Outbreak (Dead Drop Studios)	game	Dead Drop Studios LLC	Dead Drop Studios LLC
Outland	game	Ubisoft Entertainment SA (WW HQ)	Housemarque Inc.
Outlast	game	Red Barrels, Inc.	Red Barrels, Inc.
Outlast II	game	Red Barrels, Inc.	Red Barrels, Inc.
Outskirts	game	Rezo Zero	Rezo Zero
Over My Dead Body (For You)	game	DuneWorld Games	DuneWorld Games
Over Top [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Overcooked	game	Team 17 Digital Limited	Ghost Town Games
Overcooked: Special Edition	game	Team 17 Digital Limited	Ghost Town Games
Overgrowth	game	Wolfire Games	Wolfire Games
Overkill VR	game	GAME TROOPERS	Starloop Studios S.L.
Overlord: Fellowship of Evil	game	Codemasters Software Company Limited	Codemasters Software Company Limited
Overruled!	game	Team 17 Digital Limited	Dlala Studios Ltd
Overwatch	game	Blizzard Entertainment	Blizzard Entertainment
Oxenfree	game	Night School Studio	Night School Studio
Oxygen Not Included	game	Klei Entertainment	Klei Entertainment
PAC-MAN 256	game	Bandai Namco Entertainment Inc. (WW)	Hipster Whale
PBS Kids Video (Application)	game	Public Broadcasting Service	Public Broadcasting Service
PES 2015: Pro Evolution Soccer	game	Konami Digital Entertainment, Inc. (NA)	PES Productions
PES 2016: Pro Evolution Soccer	game	Konami Corporation (WW)	PES Productions
PES 2016: Pro Evolution Soccer: myClub	game	Konami Digital Entertainment, Inc. (NA)	PES Productions
PES 2017: Pro Evolution Soccer	game	Konami Digital Entertainment Co., Ltd (JP)	PES Productions
PES 2018: Pro Evolution Soccer	game	Konami Corporation (WW)	PES Productions
Pac & Pal	game	Namco	Namco
Pac-Attack	game	Bandai Namco Entertainment Inc. (WW)	Namco
Pac-Land	game	Bandai Namco Entertainment Inc. (WW)	Bandai Namco Entertainment Inc. (WW)
Pac-Man	game	Namco	Namco
Pac-Man (2016)	game	Bandai Namco Entertainment Inc. (WW)	Namco
Pac-Man 256	game	Bandai Namco Entertainment Inc. (WW)	Hipster Whale
Pac-Man Vs.	game	Bandai Namco Entertainment America Inc. (NA)	Namco
Pac-Man [Arcade Game Series]	game	Bandai Namco Entertainment Inc. (WW)	Bandai Namco Entertainment Inc. (WW)
Pac-Man: Arrangement	game	Namco	Namco
Pac-Man: Battle Royale	game	Bandai Namco Entertainment Inc. (WW)	Bandai Namco Entertainment Inc. (WW)
Pac-Man: Championship Edition	game	Bandai Namco Entertainment Inc. (WW)	Bandai Namco Entertainment Inc. (WW)
Pac-Man: Championship Edition 2	game	Bandai Namco Entertainment Inc. (WW)	Bandai Namco Entertainment Inc. (WW)
Pac-Man: Championship Edition DX+	game	Bandai Namco Entertainment Inc. (WW)	Bandai Namco Entertainment Inc. (WW)
Pac-Mania	game	Namco	Namco
Paddle Vs. Paddle	game	Endice Software	Endice Software
Paladins	game	Hi-Rez Studios	Hi-Rez Studios
Pan-Pan	game	Might and Delight	Spelkraft
Pandora (Application)	game	Pandora Media	Pandora Media
Pang Adventures	game	DotEmu	DotEmu
Pankapu	game	Plug In Digital	Too Kind Studio
Papa's Taco Mia To Go!	game	Flipline Studios	Flipline Studios
Paparazzi	game	Pringo Dingo Games	Pringo Dingo Games
Paper Knights	game	Silicon Echo	Silicon Echo
Paperbound	game	Dissident Logic	Dissident Logic
Paragon	game	Epic Games	Epic Games
Paranautical Activity	game	Digerati Distribution & Marketing	Code Avarice
Paranormal Activity: The Lost Soul	game	VRWERX	VRWERX
Parappa the Rapper 2	game	Sony Interactive Entertainment of America	Nanaon-Sha
Parappa the Rapper: Remastered	game	Sony Interactive Entertainment Worldwide Studios	Nanaon-Sha
Party Golf	game	Giant Margarita	Giant Margarita
Party Hard	game	tinyBuildGames	Pinokl Games
Party Hard Tycoon	game	tinyBuildGames	Pinokl Games
Party Panic	game	Everglow Interactive Inc	Everglow Interactive Inc
Passengers: Awakening	game	Sony Pictures Virtual Reality	Sony Pictures Virtual Reality
Passpartout: The Starving Artist	game	Flamebait Games	Flamebait Games
Patapon: Remastered	game	Sony Interactive Entertainment Worldwide Studios	Sony Interactive Entertainment Japan Asia
Path of Exile	game	Grinding Gear Games	Grinding Gear Games
Pavlov: VR Shooter	game	davevillz	davevillz
Pawarumi	game	Manufacture 43	Manufacture 43
Payday 2	game	505 Games	Starbreeze Studios
Peggle	game	PopCap Games, Inc.	PopCap Games, Inc.
Peggle 2	game	Electronic Arts, Inc. (HQ)	PopCap Games, Inc.
Penarium	game	Team 17 Digital Limited	Self Made Miracle
People Eater	game	Perfect Square Studios	Perfect Square Studios
Perception	game	WFH Games	The Deep End Games
Perfect (Application)	game	nDreams, Ltd	nDreams, Ltd
Perfect Dark	game	Microsoft	Rare
Perfect Dark Zero	game	Microsoft Studios	Rare
Perfect Universe	game	Excalibur Publishing Ltd.	Will Sykes Games
Perfect Universe: Play with Gravity	game	Contact Sales	Will Sykes Games
Persona 5	game	Atlus Co. Ltd.	Atlus Co. Ltd.
Phantasma	game	The Shady Gentlemen	The Shady Gentlemen
Phantasy Star II	game	Sega Corporation (WW)	Backbone Entertainment
Phantom Breaker: Battle Grounds: Over Drive	game	MAGES. Inc.	MAGES. Inc.
Phantom Dust (2017)	game	Microsoft Studios	Microsoft Studios
Phantom Trigger	game	tinyBuildGames	Bread Team
Pharaonic	game	Milkstone Studios	Milkstone Studios
Phobia	game	VGstudio	VGstudio
Physical Contact: 2048	game	Collavier Corp.	Collavier Corp.
Physical Contact: Picture Place	game	Collavier Corp.	Collavier Corp.
Physical Contact: Speed	game	Collavier Corp.	Collavier Corp.
Picross S	game	Jupiter Corps	Jupiter Corps
Piczle Lines DX	game	Rainy Frog	Score Studios
PieceFall	game	Sheffield Hallam University Enterprises Limited	Steel Minions
Pier Solar and the Great Architects	game	Watermelon	Watermelon
Pigeon Fight	game	OnionMilk	OnionMilk
Pigmentum	game	NedoStudio	Kirill Gurman
Pillar	game	MichaelArts, LLC	MichaelArts, LLC
Pillars of Eternity	game	Paradox Interactive	Obsidian Entertainment
Pillars of the Earth [Ken Follet's]	game	Daedalic Entertainment GmbH	Daedalic Entertainment GmbH
Pinball Arcade	game	FarSight Studios	FarSight Studios
Pinball FX	game	Zen Studios	Zen Studios
Pinball FX 2	game	Zen Studios	Zen Studios
Pinball FX 2 VR	game	Zen Studios	Zen Studios
Pinball FX 3	game	Zen Studios	Zen Studios
Pinball Wicked	game	Formslingers	Formslingers
Pineview Drive	game	United Independent Entertainment GmbH	Visual Imagination Software (VIS)
Pion	game	Oliver Chime	Oliver Chime
Pirate Ship: Higemaru	game	Capcom (WW HQ)	Capcom (WW HQ)
Pit People	game	Behemoth, The	Behemoth, The
Pix the Cat	game	Pasta Games	Pasta Games
Pixel Gear	game	Oasis Games	Oasis Games
Pixel Gladiator	game	Xitilon	Durbek13
Pixel Heroes: Byte & Magic	game	Headup Games	The Bitfather
Pixel Piracy	game	505 Games	Quadro Delta
Pixel Piracy: Open World	game	Quadro Delta	Quadro Delta
Pixel Puzzles Mosaics	game	KISS Ltd.	Decaying Logic
Pixel Puzzles Ultimate	game	KISS Ltd.	Decaying Logic
Pixel Shinobi: Nine Demons of Mamoru	game	Ametist studio	Ametist studio
Pixel Shopkeeper	game	Pixel Prototype LLC	Pixel Prototype LLC
Pixel Traffic: Circle Rush	game	For Kids	For Kids
Pixel Traffic: Risky Bridge	game	For Kids	For Kids
Pixelord	game	Bitlock Studio	LillyWelland inc.
Pizza Creator: Pizza Connection 3	game	Assemble Entertainment	Gentlymad
Pizza Hunt!	game	Chubiri	Chubiri
Plague Inc: Evolved	game	Ndemic Creations	Ndemic Creations
Plague Road	game	Arcade Distillery	Arcade Distillery
Planescape: Torment: Enhanced Edition	game	Beamdog	Beamdog
Planet 2000	game	Triskelia Games	Triskelia Games
Planet Coaster	game	Frontier Developments	Frontier Developments
Planet Nomads	game	Craneballs Studios LLC	Craneballs Studios LLC
Planet of the Eyes	game	Cococucumber	Cococucumber
Planetbase	game	Madruga Works	Madruga Works
Planetbound	game	Lord	Lord
Planetoid Pioneers	game	Data Realms	Data Realms
Planets Under Attack	game	Topware Interactive	Targem Games
Planetside 2	game	Daybreak Game Company	Daybreak Game Company
Plants vs. Zombies	game	PopCap Games, Inc.	PopCap Games, Inc.
Plants vs. Zombies: Garden Warfare	game	Electronic Arts, Inc. (HQ)	PopCap Games, Inc.
Plants vs. Zombies: Garden Warfare 2	game	Electronic Arts, Inc. (HQ)	PopCap Games, Inc.
PlayMemories Online (Application)	game	Sony Interactive Entertainment Worldwide Studios	Sony Interactive Entertainment Worldwide Studios
PlayStation F.C.: UEFA Champions League App (Application)	game	Sony Interactive Entertainment Worldwide Studios	Sony Interactive Entertainment Worldwide Studios
PlayStation Heroes (Application)	game	Sony Interactive Entertainment Worldwide Studios	Sony Interactive Entertainment Worldwide Studios
PlayStation VR Worlds	game	Sony Interactive Entertainment Inc.	London Studio
PlayStation VR: Demo Disc	game	Sony Interactive Entertainment Worldwide Studios	.
PlayStation Vue (Application)	game	Sony Network Entertainment International LLC	Sony Network Entertainment International LLC
PlayerUnknown's Battlegrounds	game	Bluehole Studio Inc.	Bluehole Studio Inc.
Please	game	Mute Canary	Mute Canary
Please Knock On My Door	game	Levall Games	Levall Games
Plex (Application)	game	Plex	Plex
Pluto TV (Application)	game	Pluto TV	Pluto TV
Plutobi: The Dwarf Planet Tales	game	XINESS Co., Ltd	Xayin7
Pneuma: Breath of Life	game	Deco Digital	Deco Digital
Pocket God vs Desert Ashes	game	Nine Tales Digital	Nine Tales Digital
PocketPC.ch für Windows 10 (Application)	game	MobileDevices.ch Verein	MobileDevices.ch Verein
Poi	game	PolyKid	PolyKid
Poker Smash	game	Microsoft Studios	Void Star Creations, LLC
Pokken Tournament DX	game	The Pokemon Company	BANDAI NAMCO Studios Inc.
Polarity	game	Bluebutton Games	Bluebutton Games
Polarity: Ultimate Edition	game	Bluebutton Games	Bluebutton Games
Poltergeist: A Pixelated Horror	game	Glitchy Pixel	Glitchy Pixel
PolyRunner VR	game	Lucid Sight, Inc	Lucid Sight, Inc
Polybius	game	Llamasoft	Llamasoft
Polychromatic	game	Brushfire Games	Brushfire Games
Poncho	game	Rising Star Games	Delve Interactive
Pool Nation FX	game	Cherry Pop Games	Cherry Pop Games
Popcornflix (Application)	game	Screen Media Ventures	Screen Media Ventures
Portal Knights	game	505 Games	Keen Games
Power Fist	game	Applemint	Applemint
Power Rangers: Legacy Wars	game	nWay	nWay
Powerstar Golf	game	Microsoft Studios	Zoe Mode Brighton
PoxNora	game	Desert Owl Games	Desert Owl Games
Pressure Overdrive	game	Chasing Carrots KG	Chasing Carrots KG
Preston Sterling	game	Animation Arts Creative GmbH	Animation Arts Creative GmbH
Preta: Vendetta Rising	game	Illion	Illion
Prey	game	Bethesda Softworks	Arkane Studios (WW HQ)
Primal	game	Sony Interactive Entertainment Worldwide Studios	Guerrilla Cambridge
Primal Carnage: Extinction	game	Panic Button	Circle 5 Studios
Prime Shift	game	Red Splat Games	David Mulder
Prince of Persia: Classic	game	Ubisoft Entertainment SA (WW HQ)	Gameloft
Princess Evangile	game	MangaGamer	Moonstone
Princess Maker 3: Fairy Tales Come True	game	Cyberfront Korea	Cyberfront Korea
Princess Maker Refine	game	Cyberfront Korea	Cyberfront Korea
Princess.Loot.Pixel.Again	game	Efimov Max	Efimov Max
Princess.Loot.Pixel.Again x2	game	Efimov Max	Efimov Max
Prismatic Solid	game	Active Gaming Media Incorporated	Active Gaming Media Incorporated
Prison Architect	game	Introversion Software	Introversion Software
Prisoner (2017)	game	Polovey Alexander	Polovey Alexander
Pro Bowling [Brunswick]	game	FarSight Studios	FarSight Studios
Pro Cycling Manager: Season 2014: Le Tour de France	game	Focus Home Interactive	Cyanide Studio
Pro Cycling Manager: Season 2017: Le Tour de France	game	Focus Home Interactive	Cyanide Studio
Production Line	game	Positech Games	Positech Games
Professional Farmer 2017	game	United Independent Entertainment GmbH	Visual Imagination Software (VIS)
Professional Farmer: American Dream	game	United Independent Entertainment GmbH	UIG Entertainment
Project Cars	game	Bandai Namco Entertainment Inc. (WW)	Slightly Mad Studios Ltd.
Project Cars 2	game	Bandai Namco Entertainment Inc. (WW)	Slightly Mad Studios Ltd.
Project Remedium	game	Movie Games	Atomic Jelly
Project Root	game	Reverb Publishing	OPQAM
Project Spark	game	Microsoft Studios	Team Dakota
Promethium	game	Xiotex Studios Ltd	Xiotex Studios Ltd
Prominence Poker	game	505 Games	Pipeworks Studios
Proton Pulse	game	ZeroTransform LLC	Justin Moravetz
Proton Pulse Plus	game	ZeroTransform LLC	ZeroTransform LLC
Prototype	game	Activision	Radical Entertainment
Prototype 2	game	Activision	Radical Entertainment
Psebay	game	Eugeny Butakov	Eugeny Butakov
Psycho-Pass: Mandatory Happiness	game	NIS America	5pb. Inc.
Psychonauts	game	Double Fine	Double Fine
Psychonauts: In the Rhombus of Ruin	game	Double Fine	Double Fine
Puddle	game	Konami Corporation (WW)	Neko Entertainment
Pulstar [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Pumped BMX +	game	Curve Digital	Yeah Us!
Punch Club	game	tinyBuildGames	Lazy Bear Games
Pure	game	Disney Interactive Studios	Black Rock Studio
Pure Chess	game	Ripstone	VooFoo Studios
Pure Chess Grandmaster Edition	game	Ripstone	Ripstone
Pure Chess: Grandmaster Edition	game	Ripstone	VooFoo Studios
Pure Hold'em	game	Ripstone	VooFoo Studios
Pure Pool	game	Ripstone	VooFoo Studios
Push	game	Hamster On Coke	Maciej Targoni
Push Me Pull You	game	House House Games Pty Ltd	House House Games Pty Ltd
Putty Pals	game	Harmonious Games	Harmonious Games
Putty Squad	game	System 3	System 3
Puyo Puyo Tetris	game	Sega of America Inc.	Sega Corporation (WW)
Puzzle Adventure Blockle	game	Intense Co., Ltd.	Intense Co., Ltd.
Puzzle Dating	game	Liu Lidan	M. Hanka
Puzzle Pirates: Dark Seas	game	Grey Havens	Grey Havens
Puzzle Quest 2	game	D3 Publisher of America, Inc.	Infinite Interactive Pty. Ltd.
Puzzle Quest: Challenge of the Warlords	game	D3 Publisher of America, Inc.	Infinite Interactive Pty. Ltd.
Puzzle Quest: Galactrix	game	D3 Publisher, Inc. (HQ)	Infinite Interactive Pty. Ltd.
